Age,Gender,Sleep_Hours,Phone_Checks_Per_Day,Apps_Used_Daily,Phone_Usage_Purpose,Avg_Usage_Hours,Mental_Health_Issue_Level,Productive_Hours,No_Productive_Time,Addiction_Level
19,Other,8.2,70,10,Gaming,4.133333333333333,6.666666666666667,2.15,2.25,2
16,Other,8.8,80,19,Other,2.766666666666667,7.0,0.85,2.0,2
17,Other,10.0,128,6,Browsing,4.6000000000000005,3.0,0.25,1.3,2
18,Male,6.4,99,13,Other,3.1999999999999997,6.666666666666667,1.3,2.05,3
14,Male,9.0,95,6,Social Media,4.033333333333333,5.333333333333333,1.0499999999999998,1.8,2
16,Female,6.4,80,15,Other,4.533333333333334,6.333333333333333,0.95,2.25,3
16,Other,6.5,22,18,Education,3.5666666666666664,9.333333333333334,0.9,3.15,3
19,Other,5.9,75,16,Education,5.866666666666667,4.666666666666667,0.7000000000000001,2.5,3
16,Other,9.0,20,9,Browsing,2.5,6.0,0.8,1.85,2
16,Male,6.1,114,17,Education,3.766666666666667,7.0,0.7,2.0,3
13,Male,6.6,58,17,Gaming,3.9333333333333336,3.6666666666666665,0.05,1.45,3
17,Female,8.1,75,15,Other,5.1000000000000005,6.666666666666667,2.1500000000000004,1.7,3
13,Female,4.9,91,7,Gaming,3.1,6.333333333333333,0.75,3.3,3
19,Female,5.5,93,20,Education,4.533333333333334,6.666666666666667,1.45,2.5999999999999996,3
18,Female,7.6,98,18,Other,4.433333333333334,4.0,1.0,2.15,3
17,Other,5.5,98,8,Gaming,6.466666666666666,6.0,0.5,1.5,3
19,Male,9.1,103,16,Browsing,3.5,5.333333333333333,1.2,2.0,3
18,Other,6.7,121,10,Browsing,3.966666666666667,5.0,0.55,2.1500000000000004,3
15,Male,5.1,148,12,Social Media,3.5666666666666664,3.6666666666666665,1.7,1.85,3
19,Female,6.9,93,16,Browsing,3.266666666666667,6.333333333333333,1.9,1.4,3
15,Other,7.2,56,9,Gaming,3.1,4.0,1.1,1.6,1
17,Male,5.6,113,7,Browsing,4.733333333333333,5.666666666666667,0.8,1.3,3
19,Male,7.6,48,6,Education,2.533333333333333,7.333333333333333,0.8500000000000001,2.45,2
19,Female,5.6,95,8,Other,5.966666666666666,6.666666666666667,1.15,2.4,3
19,Other,6.7,79,17,Gaming,6.3999999999999995,7.666666666666667,1.35,1.3,3
13,Female,7.3,64,15,Education,6.066666666666666,3.3333333333333335,1.1,2.75,3
17,Female,7.0,122,8,Browsing,5.0,6.333333333333333,0.9,1.05,2
15,Male,6.5,61,6,Other,3.4333333333333336,3.6666666666666665,1.35,2.75,3
15,Male,3.0,95,12,Browsing,5.133333333333334,4.666666666666667,1.4500000000000002,2.0999999999999996,3
14,Male,7.9,69,18,Social Media,4.5,6.333333333333333,1.0999999999999999,2.15,3
14,Other,8.3,39,6,Gaming,3.533333333333333,6.333333333333333,0.30000000000000004,2.05,2
13,Male,5.8,65,5,Other,4.766666666666667,3.6666666666666665,1.2000000000000002,2.55,3
15,Male,6.5,99,18,Gaming,4.433333333333334,4.0,0.55,2.0,3
16,Female,6.7,68,10,Gaming,5.8,1.3333333333333333,2.2,2.7,3
15,Male,4.8,141,18,Education,3.766666666666666,3.6666666666666665,0.65,1.5,3
19,Male,5.7,29,13,Social Media,4.7,6.333333333333333,0.5,0.85,3
13,Other,4.5,26,16,Education,3.233333333333333,4.0,0.4,2.3000000000000003,3
15,Other,5.3,83,17,Social Media,3.2999999999999994,6.0,1.4,1.9500000000000002,3
18,Other,6.4,36,18,Social Media,2.8666666666666667,4.333333333333333,0.3,2.35,3
13,Male,5.9,75,13,Browsing,3.3333333333333335,6.333333333333333,1.1,1.2,2
13,Other,8.6,59,5,Social Media,6.3,5.0,1.45,2.8,3
19,Other,6.4,73,7,Browsing,3.5666666666666664,5.333333333333333,1.7,0.95,2
18,Male,7.3,131,6,Education,3.466666666666667,4.333333333333333,1.5,1.7999999999999998,3
16,Female,5.8,60,10,Browsing,3.3333333333333335,6.0,1.3,2.65,3
15,Other,3.0,44,14,Education,2.766666666666667,6.333333333333333,0.4,1.4000000000000001,2
17,Male,4.0,78,7,Social Media,4.8,5.666666666666667,0.65,3.6500000000000004,3
13,Male,7.8,67,19,Other,5.199999999999999,5.333333333333333,0.6,2.9000000000000004,3
14,Male,6.6,84,6,Other,3.4333333333333336,2.3333333333333335,0.9,3.0,3
19,Other,7.5,82,16,Browsing,4.3,2.0,1.35,1.65,3
17,Female,5.9,102,19,Other,3.2000000000000006,4.666666666666667,0.35,1.6,3
18,Female,5.0,124,9,Education,4.3,5.333333333333333,0.25,2.25,3
16,Male,3.9,148,20,Gaming,4.566666666666666,4.666666666666667,0.55,2.35,3
18,Male,5.6,75,17,Browsing,2.9,8.0,1.4500000000000002,0.7,2
18,Male,5.1,90,19,Other,5.1000000000000005,5.0,2.55,2.2,3
19,Other,6.8,131,14,Other,2.6999999999999997,6.666666666666667,0.55,1.45,3
19,Male,4.4,78,11,Browsing,2.6999999999999997,8.333333333333334,1.5,2.2,3
18,Other,8.6,119,15,Browsing,2.1666666666666665,6.333333333333333,1.85,3.75,3
19,Female,7.9,79,9,Gaming,6.166666666666667,5.666666666666667,0.44999999999999996,2.8,3
19,Other,4.9,127,12,Other,3.1,3.0,1.7999999999999998,2.25,3
14,Male,5.6,53,12,Gaming,4.033333333333333,4.0,1.3,2.65,3
18,Other,7.4,21,19,Education,3.4333333333333336,7.333333333333333,0.25,1.85,2
16,Male,6.6,145,9,Other,4.4,5.333333333333333,1.1,1.9500000000000002,3
18,Female,7.6,142,16,Social Media,5.266666666666667,8.666666666666666,0.6,0.7000000000000001,3
16,Female,7.8,48,14,Social Media,3.533333333333333,4.0,0.8,1.5499999999999998,2
16,Other,3.6,109,19,Education,4.8,3.6666666666666665,1.9,2.4,3
15,Female,9.2,41,19,Social Media,3.966666666666667,4.666666666666667,0.7,2.3,2
13,Other,6.4,125,18,Other,3.633333333333333,9.0,1.05,3.3000000000000003,3
13,Other,7.6,141,18,Social Media,5.866666666666667,4.666666666666667,1.4000000000000001,1.7,3
14,Male,5.6,31,6,Education,2.8333333333333335,7.333333333333333,1.2000000000000002,3.6,3
17,Female,6.6,39,18,Education,3.6999999999999997,4.0,0.95,2.35,3
15,Other,8.9,87,12,Other,3.0666666666666664,7.333333333333333,1.05,2.25,3
16,Male,4.9,45,13,Gaming,3.6333333333333333,5.333333333333333,1.1,1.9,3
19,Other,7.4,55,18,Gaming,4.0,6.0,0.15,2.4499999999999997,3
17,Male,6.9,56,10,Other,3.1333333333333333,4.666666666666667,1.25,1.65,3
14,Male,4.4,74,7,Browsing,4.633333333333334,2.6666666666666665,1.05,1.9,3
18,Male,8.4,103,8,Gaming,6.8,4.333333333333333,0.65,1.15,3
15,Other,5.4,146,9,Other,4.433333333333334,3.6666666666666665,1.65,0.9500000000000001,3
13,Other,6.0,83,11,Education,3.233333333333333,4.333333333333333,0.6000000000000001,1.6500000000000001,2
16,Male,7.1,22,14,Education,2.566666666666667,8.666666666666666,0.3,3.15,2
18,Male,4.2,24,5,Education,4.566666666666667,4.0,0.15,2.5,3
13,Female,5.1,41,18,Education,3.9,6.666666666666667,0.7,1.05,3
14,Female,4.6,64,5,Education,3.4,2.6666666666666665,1.3,1.55,2
13,Female,5.8,91,15,Social Media,5.0,5.333333333333333,1.5,2.55,3
16,Other,5.8,147,16,Social Media,3.233333333333333,3.3333333333333335,0.95,1.0999999999999999,3
16,Other,6.5,51,12,Other,4.266666666666667,8.333333333333334,1.05,1.25,3
15,Female,7.1,146,9,Browsing,3.233333333333333,8.333333333333334,0.95,2.45,3
17,Male,5.6,85,18,Gaming,4.7,4.333333333333333,0.7,2.2,3
17,Male,7.1,113,13,Browsing,4.3,7.333333333333333,1.55,1.45,3
15,Other,5.1,43,15,Gaming,3.233333333333333,6.333333333333333,0.75,2.9,3
19,Male,7.2,84,13,Social Media,3.2000000000000006,7.0,0.0,2.75,3
13,Other,5.5,137,8,Education,4.0,5.0,0.6000000000000001,0.9,3
16,Male,8.5,58,16,Education,3.2000000000000006,5.666666666666667,1.4,1.35,2
16,Female,8.0,86,14,Other,4.2,4.0,0.6000000000000001,0.55,2
18,Female,9.4,113,7,Education,4.766666666666667,3.6666666666666665,1.2000000000000002,1.65,2
17,Male,5.5,126,11,Social Media,2.9333333333333336,5.666666666666667,0.6000000000000001,1.6500000000000001,2
13,Male,5.7,89,6,Other,3.9333333333333336,5.666666666666667,1.25,2.0,3
19,Male,5.0,96,5,Other,4.0,3.0,0.25,2.45,3
16,Female,6.6,47,17,Social Media,1.9333333333333333,5.333333333333333,0.5,1.5,3
19,Other,5.3,122,20,Education,5.333333333333333,4.666666666666667,0.65,1.95,3
13,Female,8.3,32,5,Other,2.6999999999999997,3.0,0.35,2.45,1
17,Male,6.2,41,13,Social Media,5.533333333333334,5.333333333333333,2.05,2.65,3
16,Other,6.7,131,17,Browsing,3.533333333333333,7.333333333333333,0.55,2.3499999999999996,3
13,Male,4.8,42,14,Education,2.566666666666667,8.666666666666666,0.45,2.0,3
14,Male,9.3,118,20,Other,5.3999999999999995,5.666666666666667,0.85,2.15,3
14,Female,6.8,74,13,Browsing,4.066666666666667,6.666666666666667,1.3499999999999999,2.65,3
17,Male,7.3,85,20,Education,4.366666666666667,3.6666666666666665,1.4,2.85,3
15,Male,8.1,46,6,Other,4.8999999999999995,7.333333333333333,0.55,1.9500000000000002,2
19,Female,6.5,134,11,Gaming,4.3999999999999995,5.666666666666667,1.3,2.75,3
18,Female,5.7,49,20,Browsing,3.5666666666666664,4.333333333333333,1.7000000000000002,2.85,3
15,Other,6.5,89,20,Gaming,2.966666666666667,7.666666666666667,0.6,2.55,3
16,Male,5.6,97,15,Gaming,3.8666666666666667,6.333333333333333,0.85,1.9,3
17,Other,6.1,99,17,Education,3.3666666666666667,8.333333333333334,1.2999999999999998,2.35,3
19,Male,3.0,48,6,Other,5.133333333333333,5.0,0.6000000000000001,2.5,3
16,Female,7.3,45,6,Browsing,4.7,8.333333333333334,1.05,2.4,3
14,Male,7.4,36,18,Browsing,6.0,6.333333333333333,1.2,2.0,3
15,Female,4.1,97,12,Browsing,5.5,8.0,1.5,2.0,3
18,Female,6.1,50,15,Social Media,6.7,8.0,0.7,2.8,3
16,Other,6.7,133,7,Education,4.366666666666667,6.0,0.55,2.55,3
17,Male,5.4,91,11,Education,4.5,5.333333333333333,1.35,2.6,3
17,Other,5.7,24,7,Gaming,3.7000000000000006,5.0,0.35,2.05,3
15,Other,7.3,128,7,Gaming,3.4,3.3333333333333335,0.55,2.25,2
16,Female,5.4,90,9,Other,4.6000000000000005,6.0,0.7,2.8,3
15,Other,8.7,146,17,Education,3.966666666666667,4.666666666666667,0.75,2.75,3
13,Other,5.8,86,13,Education,3.6666666666666665,3.6666666666666665,0.45,2.15,3
17,Male,6.7,136,6,Gaming,3.4666666666666663,4.333333333333333,1.0,0.55,2
18,Female,9.7,140,14,Gaming,6.3999999999999995,3.0,0.45,1.6,3
15,Female,6.5,91,18,Browsing,4.466666666666667,3.3333333333333335,1.75,1.9500000000000002,3
19,Male,3.8,144,15,Gaming,3.0999999999999996,5.333333333333333,0.8999999999999999,1.8,3
18,Female,7.3,53,11,Browsing,2.9333333333333336,8.666666666666666,0.95,2.25,2
19,Male,5.8,35,6,Other,3.6333333333333333,3.0,0.8999999999999999,2.6,3
16,Other,6.9,93,5,Other,4.133333333333333,6.333333333333333,1.2,2.65,2
16,Other,5.0,80,18,Other,3.9333333333333336,3.3333333333333335,0.6000000000000001,1.95,3
13,Other,4.0,30,9,Education,4.766666666666667,4.333333333333333,1.5,1.25,3
13,Male,5.3,96,7,Browsing,3.4666666666666663,5.0,1.7000000000000002,2.05,3
19,Male,4.7,112,7,Other,4.033333333333333,6.0,1.7000000000000002,3.3,3
14,Female,5.1,139,11,Browsing,3.233333333333333,4.666666666666667,0.8500000000000001,1.0,2
16,Female,3.0,116,18,Other,4.2,2.0,1.05,2.25,3
17,Female,6.6,108,20,Browsing,2.7000000000000006,4.333333333333333,1.05,2.55,3
16,Other,10.0,68,17,Education,3.8333333333333335,9.666666666666666,1.25,3.75,3
13,Other,5.1,119,9,Education,2.1666666666666665,8.0,0.7,1.7999999999999998,3
13,Male,7.0,102,16,Other,3.033333333333333,4.333333333333333,1.15,2.0999999999999996,3
14,Other,7.9,92,10,Social Media,5.233333333333333,5.666666666666667,2.1,2.55,3
13,Other,5.6,107,7,Browsing,5.333333333333333,7.0,1.05,1.85,3
18,Other,6.8,83,8,Social Media,4.633333333333333,5.666666666666667,0.95,0.7,1
18,Other,5.9,80,14,Education,3.033333333333333,6.333333333333333,0.4,3.1,3
17,Female,4.1,38,7,Social Media,3.0333333333333337,5.0,1.0,2.5,2
15,Other,6.3,142,13,Browsing,4.066666666666666,4.333333333333333,1.2999999999999998,2.4,3
16,Female,5.6,55,18,Gaming,3.1666666666666665,4.0,1.45,1.8,3
13,Male,5.3,111,10,Other,3.266666666666667,6.0,0.0,2.9,3
17,Other,5.5,129,17,Social Media,4.5,7.333333333333333,1.0,2.1500000000000004,3
13,Female,3.3,71,17,Browsing,3.8666666666666667,5.666666666666667,1.2000000000000002,2.4,3
16,Other,8.5,85,15,Browsing,2.6666666666666665,5.666666666666667,0.8,1.65,3
18,Other,7.2,124,14,Browsing,2.6,1.6666666666666667,1.25,0.85,2
15,Female,4.7,92,20,Social Media,3.0333333333333337,4.0,0.95,1.2000000000000002,3
16,Male,9.3,29,12,Education,3.5,2.3333333333333335,0.65,3.45,3
16,Female,8.0,146,11,Browsing,4.533333333333333,4.333333333333333,1.2000000000000002,1.6,2
19,Male,3.0,66,7,Social Media,4.633333333333333,6.666666666666667,1.2,2.6,3
18,Male,3.9,87,15,Other,2.966666666666667,7.333333333333333,1.4500000000000002,1.0499999999999998,2
17,Female,7.4,112,18,Social Media,4.966666666666667,3.6666666666666665,1.1,2.45,3
18,Other,5.6,60,19,Education,4.733333333333333,6.666666666666667,1.65,3.15,3
16,Female,4.7,53,8,Browsing,3.9,6.666666666666667,1.15,2.7,3
19,Other,8.7,91,5,Social Media,3.1666666666666665,6.0,0.65,1.2,1
16,Other,5.5,126,15,Browsing,2.3333333333333335,4.0,0.5,2.3,3
18,Other,7.2,110,13,Other,2.3000000000000003,4.333333333333333,0.9500000000000001,2.05,3
17,Female,7.9,57,9,Other,2.3666666666666667,4.666666666666667,0.45,2.2,2
19,Other,6.4,86,5,Social Media,3.0,7.333333333333333,1.2,1.05,2
18,Female,9.5,41,17,Education,3.9333333333333336,6.666666666666667,0.9,2.45,3
16,Male,9.5,38,20,Browsing,3.8333333333333335,3.0,1.1,0.65,3
19,Male,6.8,50,16,Other,3.733333333333333,8.0,0.45,1.65,2
13,Female,6.2,69,15,Browsing,2.1999999999999997,5.666666666666667,1.6,2.25,3
19,Male,5.7,97,10,Social Media,4.8,3.0,0.9500000000000001,1.7999999999999998,3
16,Other,5.7,122,18,Education,2.3666666666666667,5.666666666666667,1.15,2.0500000000000003,2
16,Female,7.2,93,7,Other,1.9333333333333333,10.0,0.1,1.9500000000000002,1
15,Female,7.1,40,20,Gaming,3.533333333333333,5.0,1.0,1.7999999999999998,2
13,Female,7.6,147,8,Other,5.066666666666666,7.333333333333333,1.35,3.95,3
13,Other,8.0,46,6,Browsing,2.9333333333333336,5.0,0.9,1.4500000000000002,1
19,Female,7.3,142,5,Browsing,4.166666666666667,1.3333333333333333,0.75,1.2,3
15,Male,5.3,106,10,Gaming,4.9,3.0,1.05,0.9,3
18,Female,6.2,25,16,Gaming,2.4,6.333333333333333,1.7,1.55,1
13,Female,6.0,62,15,Gaming,4.766666666666667,6.0,1.05,1.6,3
16,Female,6.1,33,13,Education,4.2,4.333333333333333,1.85,1.85,2
15,Male,4.9,48,5,Browsing,3.633333333333333,6.666666666666667,1.8,1.7,2
16,Other,9.4,31,13,Gaming,3.4,6.333333333333333,0.4,1.55,2
17,Male,6.5,118,10,Gaming,4.5,5.333333333333333,1.6,1.7,3
13,Other,6.4,25,19,Education,3.466666666666667,6.0,0.7,2.1,3
18,Female,8.0,23,11,Gaming,3.733333333333333,7.333333333333333,1.4,2.1500000000000004,2
16,Female,8.1,34,7,Education,3.9,2.6666666666666665,0.0,4.15,3
15,Female,6.5,59,6,Social Media,3.6666666666666665,7.0,0.25,2.25,2
19,Female,8.0,65,20,Gaming,5.0,3.0,1.4,3.0,3
17,Other,4.6,137,12,Gaming,3.3666666666666667,5.0,1.1,2.0,3
16,Female,5.1,30,16,Browsing,3.1666666666666665,3.3333333333333335,1.55,1.1,2
18,Female,6.3,125,20,Social Media,3.0,8.333333333333334,0.75,1.5,3
13,Other,9.8,39,18,Education,3.7000000000000006,7.0,1.25,1.9000000000000001,2
18,Female,6.9,56,15,Browsing,4.766666666666667,4.0,0.7,1.05,3
19,Other,4.5,78,9,Education,2.9,4.666666666666667,0.4,2.5,3
15,Male,7.4,49,12,Education,3.8333333333333335,4.333333333333333,0.4,1.85,3
19,Male,6.5,133,20,Education,1.9666666666666666,6.0,1.7,0.4,2
19,Female,4.5,48,11,Other,4.533333333333333,5.666666666666667,1.2999999999999998,1.5499999999999998,3
14,Other,5.7,88,17,Social Media,3.7000000000000006,4.0,0.35,3.3,3
18,Other,4.9,21,19,Gaming,5.033333333333334,3.0,0.25,2.4,3
15,Other,8.0,111,15,Social Media,3.8333333333333335,4.666666666666667,1.85,2.5,2
15,Female,8.3,107,12,Browsing,2.533333333333333,7.666666666666667,0.4,1.85,2
17,Other,4.5,108,18,Gaming,4.033333333333333,4.333333333333333,1.4,1.75,3
14,Other,6.8,103,20,Other,4.7,6.666666666666667,1.5,1.6,3
19,Other,6.0,93,6,Other,4.766666666666667,5.0,1.25,1.25,3
19,Female,4.5,143,11,Social Media,5.066666666666666,5.666666666666667,0.95,1.65,3
17,Male,5.8,126,6,Other,2.766666666666667,6.333333333333333,1.0,1.6,2
18,Female,7.2,84,11,Gaming,3.5666666666666664,4.666666666666667,0.65,2.8,3
17,Other,6.8,76,16,Education,3.966666666666667,5.333333333333333,1.35,2.1,3
16,Male,6.1,49,13,Education,5.233333333333333,7.333333333333333,0.55,2.6,3
17,Other,8.0,41,11,Social Media,3.3000000000000003,6.333333333333333,1.3,1.3,2
13,Other,6.0,113,20,Other,3.9,4.333333333333333,0.5,2.8,3
17,Other,8.3,26,13,Social Media,3.3333333333333335,7.0,1.7,1.6500000000000001,2
17,Female,8.8,23,7,Social Media,3.8666666666666667,5.666666666666667,0.7999999999999999,1.85,1
16,Female,5.0,22,10,Education,2.6666666666666665,5.666666666666667,1.35,2.6500000000000004,3
16,Other,5.5,81,20,Browsing,6.433333333333334,5.666666666666667,1.5499999999999998,2.2,3
14,Other,7.7,73,20,Social Media,4.466666666666667,8.666666666666666,0.4,1.7,3
14,Female,4.8,28,20,Gaming,3.133333333333333,6.666666666666667,1.4,1.2,3
16,Male,3.2,69,13,Social Media,4.033333333333334,5.666666666666667,1.1,1.15,3
19,Female,6.8,50,5,Browsing,4.966666666666666,4.666666666666667,1.45,2.65,3
14,Female,5.5,42,19,Other,3.0,5.666666666666667,1.6500000000000001,2.0,3
19,Female,8.1,129,5,Browsing,3.766666666666667,3.3333333333333335,1.0,2.2,2
19,Other,4.8,30,10,Social Media,4.233333333333333,7.666666666666667,0.5,0.45,1
16,Female,4.6,115,5,Education,4.5,5.333333333333333,1.05,1.9500000000000002,3
13,Female,6.3,38,9,Browsing,3.9666666666666663,7.666666666666667,0.35,1.85,3
16,Male,7.5,32,8,Gaming,4.566666666666666,5.0,0.5,1.35,3
17,Other,6.8,123,10,Browsing,4.7,5.333333333333333,0.8,2.5999999999999996,3
18,Female,9.9,29,14,Education,5.266666666666667,6.333333333333333,1.15,2.0999999999999996,3
15,Male,9.1,116,8,Other,4.633333333333334,4.333333333333333,1.45,2.1,2
14,Male,5.0,63,16,Gaming,4.566666666666666,5.333333333333333,1.05,0.85,3
19,Female,6.6,71,9,Education,3.1333333333333333,7.333333333333333,1.15,1.6,2
19,Other,6.4,42,11,Gaming,5.166666666666667,4.333333333333333,1.65,0.7,3
13,Male,3.8,72,18,Browsing,2.766666666666667,5.333333333333333,1.45,2.8,3
13,Female,6.9,22,7,Browsing,4.166666666666666,4.666666666666667,1.15,1.0499999999999998,3
13,Male,6.0,139,18,Gaming,2.8333333333333335,6.333333333333333,0.95,1.6,2
18,Male,6.8,109,20,Social Media,1.4666666666666668,6.0,1.55,2.05,3
15,Female,6.6,42,14,Other,4.433333333333334,5.0,0.6000000000000001,2.2,3
13,Other,3.0,63,17,Gaming,3.4,6.333333333333333,2.25,1.35,3
15,Male,5.8,76,11,Browsing,5.866666666666667,7.333333333333333,1.2999999999999998,3.3,3
14,Other,7.5,116,9,Education,5.3999999999999995,8.333333333333334,2.0,1.25,3
13,Female,8.9,105,17,Other,3.3666666666666667,4.666666666666667,1.75,1.15,3
18,Female,5.7,72,17,Other,3.3333333333333335,7.333333333333333,1.0,2.4,3
16,Female,9.5,76,5,Other,3.6666666666666665,4.0,0.5,2.5,2
13,Female,6.2,37,16,Other,4.866666666666666,4.666666666666667,0.35,2.8,3
17,Male,4.9,133,17,Education,2.8000000000000003,3.6666666666666665,1.35,3.5,3
16,Female,7.3,130,16,Browsing,3.733333333333333,3.3333333333333335,2.3,2.1999999999999997,3
17,Male,7.3,63,8,Gaming,4.633333333333333,4.666666666666667,2.0,3.0,3
13,Female,7.7,145,20,Social Media,4.0,4.666666666666667,0.9500000000000001,3.1500000000000004,3
19,Male,6.3,137,16,Education,5.466666666666666,7.666666666666667,0.7,2.25,3
17,Other,5.6,58,19,Gaming,4.133333333333334,5.666666666666667,0.35,1.8499999999999999,3
13,Other,6.2,119,10,Social Media,4.733333333333333,7.333333333333333,0.9,1.8,3
19,Other,4.4,90,15,Other,3.3333333333333335,6.666666666666667,1.15,1.85,3
15,Female,5.3,109,8,Gaming,3.066666666666667,5.0,0.95,2.3,3
18,Male,6.8,60,18,Social Media,4.466666666666667,3.6666666666666665,1.3499999999999999,2.5999999999999996,3
13,Other,7.2,52,19,Education,5.3999999999999995,5.333333333333333,1.15,2.0,3
18,Male,8.0,64,11,Other,4.933333333333334,6.0,1.0,2.55,3
18,Male,6.4,108,6,Browsing,5.266666666666667,4.333333333333333,0.85,2.05,3
19,Male,5.2,37,5,Social Media,3.3333333333333335,2.3333333333333335,1.4,2.3499999999999996,3
19,Male,7.4,20,7,Other,2.766666666666667,7.666666666666667,2.1,2.1,1
13,Female,6.6,87,14,Social Media,6.166666666666667,6.0,0.95,1.5,3
13,Male,6.2,79,13,Other,3.766666666666667,7.333333333333333,2.05,1.4000000000000001,3
14,Male,5.2,60,19,Browsing,4.066666666666666,6.333333333333333,1.2999999999999998,1.25,3
18,Female,8.0,133,9,Gaming,3.1666666666666665,6.666666666666667,1.15,1.1,3
14,Male,5.8,103,14,Education,4.833333333333333,2.0,0.8,1.85,3
14,Male,5.7,22,8,Browsing,3.7999999999999994,8.0,1.45,2.3,2
15,Female,6.1,67,6,Education,4.7,8.0,0.8,2.4000000000000004,3
18,Other,6.7,97,20,Education,6.166666666666667,4.666666666666667,1.2000000000000002,1.4,3
16,Female,8.5,68,14,Browsing,5.766666666666667,7.0,1.45,1.7,3
13,Male,6.7,24,19,Other,4.2,3.6666666666666665,1.5999999999999999,1.55,2
18,Other,8.8,132,19,Gaming,4.5,8.666666666666666,1.4,1.35,3
13,Male,5.1,63,19,Browsing,4.0,3.6666666666666665,1.15,3.3000000000000003,3
15,Female,8.8,119,11,Other,4.266666666666667,5.333333333333333,1.25,1.7999999999999998,3
16,Male,8.8,83,15,Social Media,3.9333333333333336,5.666666666666667,0.4,2.6,3
13,Male,4.3,126,13,Social Media,2.0,3.6666666666666665,0.45,1.3499999999999999,2
16,Other,5.7,77,14,Education,4.8999999999999995,3.3333333333333335,0.5,2.2,3
17,Other,6.9,56,6,Browsing,2.766666666666667,6.333333333333333,1.15,1.3,2
14,Other,4.8,87,19,Other,4.0,6.333333333333333,2.05,2.1,3
13,Male,8.3,80,20,Education,3.666666666666666,4.333333333333333,1.5,2.6,3
18,Other,6.7,20,10,Education,3.4333333333333336,5.666666666666667,0.35,0.5,1
13,Male,6.2,20,12,Education,3.1999999999999997,5.666666666666667,1.15,2.15,3
19,Male,4.8,20,5,Gaming,4.1000000000000005,7.666666666666667,0.8999999999999999,1.5,2
17,Female,6.4,75,17,Gaming,4.666666666666667,7.0,1.05,2.65,3
14,Female,7.6,126,13,Social Media,2.8000000000000003,5.666666666666667,2.05,2.7,3
14,Other,3.8,52,8,Gaming,2.9,6.333333333333333,1.15,1.8499999999999999,2
14,Other,6.1,46,6,Other,3.5666666666666664,5.0,1.85,1.9,3
17,Male,7.6,97,14,Browsing,2.733333333333333,5.333333333333333,1.45,1.4000000000000001,1
18,Other,6.3,91,10,Education,5.233333333333333,5.0,0.65,2.35,3
17,Male,6.1,67,8,Browsing,4.8,7.0,1.8,2.5,3
14,Other,9.7,133,12,Browsing,4.033333333333333,7.0,0.85,2.15,3
16,Female,5.1,67,17,Education,1.6666666666666667,4.666666666666667,0.7,2.2,3
18,Male,7.7,143,6,Other,5.3,5.666666666666667,0.05,1.75,3
14,Other,10.0,67,8,Other,3.933333333333333,6.333333333333333,1.7999999999999998,2.2,2
15,Female,7.8,36,20,Gaming,2.566666666666667,7.0,1.7,1.9500000000000002,3
16,Male,4.8,82,18,Other,4.233333333333333,5.666666666666667,1.75,2.95,3
16,Female,6.7,143,8,Social Media,1.4000000000000001,5.0,1.15,3.1999999999999997,3
19,Male,7.1,36,12,Education,3.5666666666666664,4.0,0.65,1.05,2
13,Other,5.1,108,15,Gaming,5.566666666666666,3.6666666666666665,0.5,2.0,3
18,Other,3.5,20,19,Social Media,4.266666666666667,6.333333333333333,1.15,1.8,3
15,Female,4.7,145,15,Browsing,3.2000000000000006,5.333333333333333,1.3,3.0,3
19,Female,6.0,94,15,Browsing,3.5,8.0,1.6,1.65,2
14,Female,6.5,97,16,Education,3.8333333333333335,2.3333333333333335,1.0,2.0,3
15,Female,4.9,86,11,Other,5.166666666666667,5.0,1.5,1.05,3
19,Other,6.3,63,20,Education,3.8666666666666667,7.333333333333333,0.8,3.4,3
19,Female,7.2,115,6,Other,3.5333333333333337,2.0,1.7000000000000002,2.4,3
16,Male,6.5,24,13,Browsing,4.833333333333333,8.0,1.1,2.45,3
17,Male,7.1,46,17,Browsing,5.733333333333333,6.0,0.39999999999999997,1.8,3
13,Male,5.2,86,11,Gaming,2.2333333333333334,8.0,0.7,2.4000000000000004,2
18,Female,8.0,141,17,Social Media,4.2,5.666666666666667,1.4,2.0,3
19,Other,4.5,135,10,Browsing,5.566666666666667,4.0,0.9,1.4000000000000001,3
17,Female,7.9,26,5,Gaming,5.0,5.333333333333333,0.8,1.35,2
18,Other,6.4,67,9,Other,4.633333333333334,6.333333333333333,0.8,3.2,3
18,Other,5.6,56,15,Browsing,3.0666666666666664,6.333333333333333,1.45,2.55,3
17,Male,6.0,58,18,Education,3.5,6.0,0.5,2.3,3
17,Male,5.5,77,8,Social Media,3.9,5.0,0.15,1.6,3
19,Male,8.0,75,13,Gaming,4.333333333333333,7.333333333333333,0.7,1.2,3
17,Other,10.0,38,15,Browsing,5.066666666666666,4.666666666666667,1.3,2.0999999999999996,2
13,Female,4.9,57,15,Gaming,4.966666666666668,4.666666666666667,0.25,1.9,3
14,Other,7.1,86,16,Gaming,4.3,7.0,1.6,2.1,3
17,Male,7.0,135,10,Gaming,2.8333333333333335,4.0,1.6,2.8499999999999996,3
17,Male,4.9,127,8,Browsing,3.233333333333333,4.666666666666667,1.25,2.3,3
13,Female,6.0,22,7,Other,4.933333333333334,5.0,1.35,1.95,2
